150.8287266,68.64319555,14.33490099,458.7609966,134.4827085,62.14300481
155.3962671,89.45087969,14.33490099,456.9903525,163.9934434,62.14300481
148.5449564,114.8261043,14.33490099,456.1050304,189.9628901,62.14300481
144.3107703,24.63598396,36.39358371,438.9577884,92.12205528,83.69566836
98.37755382,7.411027773,36.39358371,373.7157213,74.83938849,83.69566836
98.71529806,41.86094015,36.39358371,378.4684547,121.5025888,83.69566836
141.9465607,46.25161526,36.39358371,442.8463884,112.8612554,83.69566836
5.835632331,33.07958994,24.23479111,285.1420541,115.8857221,66.84506825
55.14629123,27.33793787,24.23479111,333.1014544,112.4291887,66.84506825
142.9597934,133.0518847,24.23479111,449.3273885,213.1007227,81.10326834
34.54389265,162.7733777,12.75148698,314.0905209,239.8888563,58.20373486
34.20614841,91.50934329,12.75148698,314.0905209,168.5978558,58.20373486
40.96103319,18.55658766,12.75148698,301.5605875,99.89925533,58.20373486
63.5898972,177.6341242,12.75148698,349.9520545,254.1470563,58.20373486
51.76884884,180.3360781,22.88381415,319.275321,258.8997897,76.78260165
132.5495027,63.75926338,59.35309933,432.6841804,138.5908256,122.7372126
133.8981154,36.78700845,59.35309933,432.6841804,106.6999847,122.7372126
166.7143589,66.45648887,59.35309933,467.1890246,139.1136263,122.7372126
127.1550517,110.0616343,59.35309933,423.2737683,188.7796899,122.7372126
161.3199079,107.8139464,59.35309933,467.1890246,180.4148792,122.7372126
70.96285394,86.68568007,57.10541142,369.4252993,163.6852577,118.0320066
134.7971906,70.05278953,57.10541142,437.9121871,141.7276296,118.0320066
75.90776734,132.988051,78.68321536,379.358512,215.4425241,145.7404421
105.1277102,119.052386,78.68321536,421.1825656,196.0988993,145.7404421
76.80684251,90.28198072,78.68321536,377.2673093,169.9588658,145.7404421
108.2744733,65.10787612,78.68321536,420.659765,137.0224236,145.7404421
38.59614803,52.97036141,89.47211734,324.9872423,130.7488155,152.0140501
67.81609086,40.38330911,89.47211734,361.0604886,105.6543834,152.0140501
93.43973305,58.81434997,89.47211734,404.9757449,138.0680249,152.0140501
57.47672648,101.0708827,89.47211734,362.1060899,172.5728691,152.0140501
29.1558588,128.0431376,89.47211734,328.1240464,203.4181087,152.0140501
97.48557128,115.9056229,89.47211734,415.4317583,197.6673013,152.0140501
