110.9964376,54.71760165,47.80389398,205.9688406,138.1084106,105.7226585
93.58556954,47.39108972,47.80389398,187.7685703,131.0472074,105.7226585
115.8398445,122.5835642,56.23354358,208.2909047,213.8966314,111.0432637
79.42375821,78.74938624,56.23354358,172.1867979,165.6311413,111.0432637
99.65491725,146.860955,60.27977539,193.0891755,224.1577986,116.3638689
111.1192407,67.28506278,39.71143036,201.8301698,152.3296282,94.70140482
123.2579361,37.2755102,39.71143036,212.091337,122.3062131,94.70140482
138.0941194,19.74183903,39.71143036,223.8726771,105.9643543,94.70140482
134.7222596,39.63581209,25.88680501,236.4141037,120.7860402,87.10054023
153.6046747,40.98455602,25.88680501,252.3759193,118.5057808,87.10054023
112.1307987,106.0614509,45.78077807,204.1104292,194.5144267,100.4020533
25.47400075,133.7107016,9.02750581,105.6792328,203.255421,57.45716835
30.8689765,170.4639739,9.02750581,110.999838,241.2597439,57.45716835
9.963445487,154.6162327,9.02750581,78.31612027,216.9369772,57.45716835
