"Pt-0","true","15.463329417603502","150.54486191204987","2.0585880237701932","272.6274736490241","226.66343438931466","65.6603577734135"
"Pt-1","true","28.064177920774632","152.58824275040192","2.0585880237701932","288.5814589243429","234.18889914182353","65.6603577734135"
"Pt-2","true","43.04897073535652","145.095846343111","2.0585880237701932","307.24461151056477","220.94408117740795","65.6603577734135"
"Pt-5","true","12.057694687016708","152.24767927734325","9.891547904119816","266.30608325691674","225.4593600289133","77.09906419722694"
"Pt-6","true","15.122765944544822","145.77697328922835","9.891547904119816","271.12238069852236","217.93389527640443","77.09906419722694"
"Pt-7","true","6.2681156450191615","169.2758529302772","9.891547904119816","255.46941401330398","239.6072337636299","77.09906419722694"
"Pt-8","true","25.3396701363052","162.12401999604495","9.891547904119816","278.94886404113157","237.19908504282705","77.09906419722694"
"Pt-9","true","174.8470348090654","114.44513376782984","1.7180245507115142","431.1039180289641","191.48284993082427","70.95367937475122"
"Pt-10","true","179.27435995882823","136.581759516644","1.7180245507115142","443.00339360864416","220.12973558560958","70.95367937475122"
"Pt-11","true","180.9771773241216","146.11753676228702","1.7180245507115142","445.20700019747375","233.7920964363533","70.95367937475122"
"Pt-12","true","56.67150965770369","181.87670143344835","1.7180245507115142","319.60142463418435","261.1168181378408","70.95367937475122"
"Pt-13","true","44.07066115453256","28.282575083984014","2.0585880237701932","290.5138176616332","119.20455381721212","62.57997433719859"
"Pt-14","true","106.39377672427085","7.848766700463262","2.0585880237701932","359.2663432331179","79.98035653604455","62.57997433719859"
"Pt-15","true","143.17463181460823","17.384543946106284","2.0585880237701932","390.55755679449874","84.38756971370384","62.57997433719859"
"Pt-16","true","145.89913959907767","10.573274484932696","2.0585880237701932","394.08332733662616","78.65819258274678","62.57997433719859"
"Pt-17","true","89.70616654439557","3.4214415507004325","10.913238323295854","342.95965447577856","74.69170072285343","74.47944991687864"
"Pt-18","true","7.970933010312558","35.43440801821628","10.913238323295854","255.6968335581249","120.96743908827582","74.47944991687864"
"Pt-19","true","174.23258743113925","85.95489223390467","2.1055051959095548","430.7543428598368","162.72368088560003","66.7394270311338"
"Pt-20","true","18.176137494454878","21.151790141552674","2.1055051959095548","265.61961592820535","106.03564029712952","63.04238090579877"
"Pt-21","true","42.64261481503675","90.25305716860149","1.7748771240097998","307.1086891125207","170.1177731362701","66.7394270311338"
"Pt-22","true","15.53111291925684","93.55933788759904","9.04869470580441","269.7274449563554","172.17168765034512","76.59821669869389"
"Pt-23","true","19.829277853953656","153.4030189014547","23.265701797493872","275.0676226929504","228.44894533600063","89.33248668595901"
"Pt-24","true","23.135558572951204","93.55933788759904","23.265701797493872","276.29997140139545","173.4040363587901","89.33248668595901"
"Pt-25","true","39.3363340960392","33.38502880184361","23.265701797493872","293.9636362224406","112.60816674216957","89.33248668595901"
"Pt-26","true","14.539228703557574","31.40126037044508","23.265701797493872","268.0843133450953","114.66208125624459","89.33248668595901"
"Pt-27","true","175.2244716468385","132.57345037177012","12.685603496701713","435.6837376936169","207.90980019525043","86.04622346343898"
"Pt-28","true","173.57133128733972","88.26928873720294","12.685603496701713","440.202349624582","163.95602959404502","86.04622346343898"
"Pt-29","true","173.24070321543996","41.32010252743773","12.685603496701713","440.61313252739694","114.25129835342959","86.04622346343898"
